Thu Jan 05 12:55:00 +0000 2012,GOOGL,657.3500000,658.2800000,657.2000000,658.2000000,1941
Thu Jan 05 13:00:00 +0000 2012,GOOGL,658.2700000,659.0100000,658.2000000,659.0050000,3500
Thu Jan 05 13:05:00 +0000 2012,GOOGL,658.9400000,659.0950000,658.7500000,658.7900000,2200
Thu Jan 05 13:10:00 +0000 2012,GOOGL,658.8200000,659.0300000,658.7400000,658.9700000,3300
Thu Jan 05 13:15:00 +0000 2012,GOOGL,658.9800000,659.4600000,658.9400000,659.4500000,2061
Thu Jan 05 13:20:00 +0000 2012,GOOGL,659.9000000,660.2000000,659.7500000,660.2000000,900
Thu Jan 05 13:25:00 +0000 2012,GOOGL,660.1400000,661.3200000,660.1400000,661.3200000,2199
Thu Jan 05 13:30:00 +0000 2012,GOOGL,660.9900000,661.3350000,660.8100000,661.1700000,3539
Thu Jan 05 13:35:00 +0000 2012,GOOGL,661.1100000,661.8800000,661.1100000,661.6300000,6737
Thu Jan 05 13:40:00 +0000 2012,GOOGL,661.7200000,661.8900000,661.0600000,661.0600000,1700
Thu Jan 05 13:45:00 +0000 2012,GOOGL,660.9600000,661.1400000,660.8600000,660.9400000,2200
Thu Jan 05 13:50:00 +0000 2012,GOOGL,660.8600000,660.9000000,659.8500000,659.8600000,3392
Thu Jan 05 13:55:00 +0000 2012,GOOGL,659.8900000,659.9900000,659.6000000,659.6000000,3100
Thu Jan 05 14:00:00 +0000 2012,GOOGL,659.5600000,659.5600000,658.6400000,658.7400000,2000
Thu Jan 05 14:05:00 +0000 2012,GOOGL,658.8200000,659.2700000,658.8100000,659.2600000,1500
Thu Jan 05 14:10:00 +0000 2012,GOOGL,659.3300000,659.7700000,659.0200000,659.4900000,2700
Thu Jan 05 14:15:00 +0000 2012,GOOGL,659.4900000,659.4900000,658.7300000,658.7300000,1800
Thu Jan 05 14:20:00 +0000 2012,GOOGL,658.8300000,658.8300000,658.2500000,658.6100000,2100
Thu Jan 05 14:25:00 +0000 2012,GOOGL,658.8200000,658.8200000,658.4700000,658.4700000,1690
Thu Jan 05 14:30:00 +0000 2012,GOOGL,659.0000000,659.2900000,658.9700000,659.0900000,1300
Thu Jan 05 14:35:00 +0000 2012,GOOGL,659.1600000,659.1600000,658.7000000,658.7600000,2095
Thu Jan 05 14:40:00 +0000 2012,GOOGL,658.6800000,658.6800000,658.5000000,658.5000000,1600
Thu Jan 05 14:45:00 +0000 2012,GOOGL,658.4000000,658.6800000,658.1900000,658.6800000,1300
Thu Jan 05 14:50:00 +0000 2012,GOOGL,658.6300000,659.0000000,658.6300000,658.8500000,1000
Thu Jan 05 14:55:00 +0000 2012,GOOGL,658.8400000,659.1300000,658.7200000,659.0700000,3456
Thu Jan 05 15:00:00 +0000 2012,GOOGL,658.9900000,659.1500000,658.8200000,658.9400000,2121
Thu Jan 05 15:05:00 +0000 2012,GOOGL,658.8500000,659.3200000,658.7800000,659.3200000,2200
Thu Jan 05 15:10:00 +0000 2012,GOOGL,659.9700000,660.0500000,659.7400000,660.0500000,2900
Thu Jan 05 15:15:00 +0000 2012,GOOGL,660.0400000,660.1600000,659.7200000,659.7200000,3447
Thu Jan 05 15:20:00 +0000 2012,GOOGL,659.7000000,659.8500000,659.5900000,659.8100000,2900
Thu Jan 05 15:25:00 +0000 2012,GOOGL,659.6400000,659.6400000,659.1800000,659.1800000,1300
Thu Jan 05 15:30:00 +0000 2012,GOOGL,659.2700000,659.8100000,659.1200000,659.4600000,1737
Thu Jan 05 15:35:00 +0000 2012,GOOGL,659.2500000,659.2500000,658.1100000,658.1100000,2100
Thu Jan 05 15:40:00 +0000 2012,GOOGL,658.2800000,658.6000000,658.0300000,658.4800000,3238
Thu Jan 05 15:45:00 +0000 2012,GOOGL,658.6000000,659.5900000,658.6000000,659.4000000,3232
Thu Jan 05 15:50:00 +0000 2012,GOOGL,659.2400000,659.3800000,658.9500000,659.1700000,5005
Thu Jan 05 15:55:00 +0000 2012,GOOGL,659.1300000,659.1300000,658.8500000,659.0400000,6026
Thu Jan 05 16:00:00 +0000 2012,GOOGL,659.0500000,659.5000000,658.8550000,659.0000000,8666
Fri Jan 06 09:35:00 +0000 2012,GOOGL,659.8200000,659.9000000,656.3900000,656.5100000,7397
