close_time,start_time,end_time,sentiment,TICKER,OPEN,HIGH,LOW,CLOSE,VOL
Wed Jan 04 12:55:00 +0000 2012,Wed Jan 04 12:55:50 +0000 2012,Wed Jan 04 12:59:52 +0000 2012,0.07666666666666666,AAPL2,413.99,414.39,413.99,414.29,6899
Wed Jan 04 13:00:00 +0000 2012,Wed Jan 04 13:00:58 +0000 2012,Wed Jan 04 13:04:30 +0000 2012,0.06503463203463203,AAPL2,414.39,414.65,414.39,414.48,17267
Wed Jan 04 13:05:00 +0000 2012,Wed Jan 04 13:05:37 +0000 2012,Wed Jan 04 13:09:52 +0000 2012,0.04749242424242425,AAPL2,414.49,414.49,413.87,413.91,8220
Wed Jan 04 13:10:00 +0000 2012,Wed Jan 04 13:10:49 +0000 2012,Wed Jan 04 13:14:37 +0000 2012,0.1420987654320988,AAPL2,413.94,414.13,413.5,413.52,7583
Wed Jan 04 13:15:00 +0000 2012,Wed Jan 04 13:15:55 +0000 2012,Wed Jan 04 13:19:42 +0000 2012,0.25162878787878784,AAPL2,413.65,413.88,413.65,413.7,9708
Wed Jan 04 13:20:00 +0000 2012,Wed Jan 04 13:20:58 +0000 2012,Wed Jan 04 13:24:57 +0000 2012,0.03822285353535354,AAPL2,413.81,413.81,413.19,413.37,9734
Wed Jan 04 13:25:00 +0000 2012,Wed Jan 04 13:25:48 +0000 2012,Wed Jan 04 13:29:38 +0000 2012,0.0816883116883117,AAPL2,413.4,413.45,413.25,413.35,12408
Wed Jan 04 13:30:00 +0000 2012,Wed Jan 04 13:30:23 +0000 2012,Wed Jan 04 13:34:32 +0000 2012,0.10054892676767677,AAPL2,413.33,413.5,413.05,413.36,11949
Wed Jan 04 13:35:00 +0000 2012,Wed Jan 04 13:35:53 +0000 2012,Wed Jan 04 13:39:56 +0000 2012,0.04702999381570809,AAPL2,413.4,413.48,413.35,413.47,3000
Wed Jan 04 13:40:00 +0000 2012,Wed Jan 04 13:40:59 +0000 2012,Wed Jan 04 13:44:50 +0000 2012,0.08504635642135643,AAPL2,413.46,413.84,413.46,413.72,15078
